p,r,mipo
115013,1,0:2 19:60 20:1 
115019,1,0:2 19:32 20:1 
115021,1,0:2 19:12 20:1 
115057,1,0:5 19:2 20:1 
115061,1,0:3 19:118 20:1 
115067,1,0:2 19:68 20:1 
115079,1,0:17 19:9 20:1 
115099,1,0:3 19:12 20:1 
115117,1,0:2 19:6 20:1 
115123,1,0:5 19:21 20:1 
115127,1,0:5 19:80 20:1 
115133,1,0:2 19:4 20:1 
115151,1,0:11 19:8 20:1 
115153,1,0:5 19:7 20:1 
115163,1,0:2 19:11 20:1 
115183,1,0:3 19:3 20:1 
115201,1,0:23 19:25 20:1 
115211,1,0:2 19:9 20:1 
115223,1,0:5 19:86 20:1 
115237,1,0:5 19:10 20:1 
115249,1,0:17 19:7 20:1 
115259,1,0:2 19:28 20:1 
115279,1,0:13 19:1 20:1 
115301,1,0:2 19:1 20:1 
115303,1,0:3 19:152 20:1 
115309,1,0:2 19:6 20:1 
115319,1,0:7 19:50 20:1 
115321,1,0:11 19:86 20:1 
115327,1,0:3 19:13 20:1 
115331,1,0:6 19:51 20:1 
115337,1,0:3 19:24 20:1 
115343,1,0:5 19:3 20:1 
115361,1,0:6 19:242 20:1 
115363,1,0:3 19:3 20:1 
115399,1,0:3 19:69 20:1 
115421,1,0:2 19:54 20:1 
115429,1,0:2 19:19 20:1 
115459,1,0:3 19:16 20:1 
115469,1,0:2 19:8 20:1 
115471,1,0:6 19:27 20:1 
115499,1,0:2 19:30 20:1 
115513,1,0:5 19:63 20:1 
115523,1,0:2 19:94 20:1 
115547,1,0:2 19:8 20:1 
115553,1,0:3 19:3 20:1 
115561,1,0:7 19:16 20:1 
115571,1,0:2 19:22 20:1 
115589,1,0:2 19:21 20:1 
115597,1,0:2 19:40 20:1 
115601,1,0:6 19:20 20:1 
115603,1,0:2 19:48 20:1 
115613,1,0:2 19:18 20:1 
115631,1,0:17 19:16 20:1 
115637,1,0:2 19:6 20:1 
115657,1,0:7 19:2 20:1 
115663,1,0:6 19:47 20:1 
115679,1,0:7 19:46 20:1 
115693,1,0:2 19:30 20:1 
115727,1,0:10 19:48 20:1 
115733,1,0:2 19:10 20:1 
115741,1,0:6 19:34 20:1 
115751,1,0:11 19:242 20:1 
115757,1,0:2 19:76 20:1 
115763,1,0:2 19:83 20:1 
115769,1,0:3 19:23 20:1 
115771,1,0:2 19:24 20:1 
115777,1,0:10 19:14 20:1 
115781,1,0:3 19:26 20:1 
115783,1,0:13 19:17 20:1 
115793,1,0:3 19:59 20:1 
115807,1,0:5 19:4 20:1 
115811,1,0:2 19:73 20:1 
115823,1,0:7 19:16 20:1 
115831,1,0:12 19:16 20:1 
115837,1,0:11 19:11 20:1 
115849,1,0:13 19:98 20:1 
115853,1,0:2 19:6 20:1 
115859,1,0:2 19:84 20:1 
115861,1,0:2 19:100 20:1 
115873,1,0:5 19:9 20:1 
115877,1,0:2 19:40 20:1 
115879,1,0:7 19:3 20:1 
115883,1,0:2 19:42 20:1 
115891,1,0:3 19:16 20:1 
115901,1,0:2 19:242 20:1 
115903,1,0:3 19:26 20:1 
115931,1,0:6 19:54 20:1 
115933,1,0:2 19:55 20:1 
115963,1,0:2 19:29 20:1 
115979,1,0:2 19:13 20:1 
115981,1,0:7 19:54 20:1 
115987,1,0:2 19:7 20:1 
116009,1,0:3 19:53 20:1 
116027,1,0:2 19:39 20:1 
116041,1,0:11 19:15 20:1 
116047,1,0:5 19:16 20:1 
116089,1,0:11 19:10 20:1 
116099,1,0:2 19:16 20:1 
116101,1,0:6 19:2 20:1 
116107,1,0:2 19:6 20:1 
116113,1,0:11 19:30 20:1 
116131,1,0:2 19:1 20:1 
116141,1,0:2 19:131 20:1 
116159,1,0:7 19:38 20:1 
116167,1,0:3 19:2 20:1 
116177,1,0:3 19:92 20:1 
116189,1,0:2 19:42 20:1 
116191,1,0:3 19:20 20:1 
116201,1,0:3 19:40 20:1 
116239,1,0:6 19:1 20:1 
116243,1,0:6 19:70 20:1 
116257,1,0:5 19:30 20:1 
116269,1,0:6 19:1 20:1 
116273,1,0:3 19:14 20:1 
116279,1,0:7 19:16 20:1 
116293,1,0:2 19:28 20:1 
116329,1,0:13 19:5 20:1 
116341,1,0:14 19:20 20:1 
116351,1,0:11 19:19 20:1 
116359,1,0:6 19:1 20:1 
116371,1,0:10 19:6 20:1 
116381,1,0:3 19:30 20:1 
116387,1,0:2 19:9 20:1 
116411,1,0:2 19:88 20:1 
116423,1,0:5 19:7 20:1 
116437,1,0:2 19:146 20:1 
116443,1,0:2 19:87 20:1 
116447,1,0:5 19:50 20:1 
116461,1,0:2 19:11 20:1 
116471,1,0:11 19:17 20:1 
116483,1,0:2 19:29 20:1 
116491,1,0:2 19:40 20:1 
116507,1,0:2 19:41 20:1 
116531,1,0:2 19:50 20:1 
116533,1,0:2 19:29 20:1 
116537,1,0:3 19:17 20:1 
116539,1,0:2 19:6 20:1 
116549,1,0:2 19:47 20:1 
116579,1,0:2 19:31 20:1 
116593,1,0:10 19:18 20:1 
116639,1,0:19 19:120 20:1 
116657,1,0:3 19:44 20:1 
116663,1,0:5 19:27 20:1 
116681,1,0:3 19:11 20:1 
116687,1,0:5 19:19 20:1 
116689,1,0:7 19:11 20:1 
116707,1,0:2 19:30 20:1 
116719,1,0:3 19:80 20:1 
116731,1,0:3 19:5 20:1 
116741,1,0:2 19:38 20:1 
116747,1,0:2 19:175 20:1 
116789,1,0:2 19:11 20:1 
116791,1,0:6 19:16 20:1 
116797,1,0:5 19:16 20:1 
116803,1,0:2 19:23 20:1 
116819,1,0:2 19:42 20:1 
116827,1,0:2 19:5 20:1 
116833,1,0:5 19:55 20:1 
116849,1,0:3 19:18 20:1 
116867,1,0:2 19:4 20:1 
116881,1,0:17 19:36 20:1 
116903,1,0:5 19:34 20:1 
116911,1,0:3 19:2 20:1 
116923,1,0:3 19:124 20:1 
116927,1,0:5 19:35 20:1 
116929,1,0:19 19:8 20:1 
116933,1,0:2 19:5 20:1 
116953,1,0:5 19:26 20:1 
116959,1,0:3 19:64 20:1 
116969,1,0:3 19:45 20:1 
116981,1,0:2 19:16 20:1 
116989,1,0:10 19:1 20:1 
116993,1,0:3 19:96 20:1 
117017,1,0:3 19:97 20:1 
117023,1,0:5 19:25 20:1 
117037,1,0:2 19:2 20:1 
117041,1,0:3 19:14 20:1 
117043,1,0:2 19:41 20:1 
117053,1,0:2 19:37 20:1 
117071,1,0:11 19:56 20:1 
117101,1,0:2 19:1 20:1 
117109,1,0:2 19:45 20:1 
117119,1,0:7 19:6 20:1 
117127,1,0:6 19:23 20:1 
117133,1,0:2 19:11 20:1 
117163,1,0:13 19:230 20:1 
117167,1,0:5 19:22 20:1 
117191,1,0:7 19:17 20:1 
117193,1,0:5 19:4 20:1 
117203,1,0:2 19:75 20:1 
117209,1,0:3 19:110 20:1 
117223,1,0:3 19:24 20:1 
117239,1,0:11 19:13 20:1 
117241,1,0:13 19:13 20:1 
117251,1,0:2 19:13 20:1 
117259,1,0:2 19:2 20:1 
117269,1,0:2 19:13 20:1 
117281,1,0:3 19:1 20:1 
117307,1,0:5 19:7 20:1 
117319,1,0:3 19:32 20:1 
117329,1,0:3 19:25 20:1 
117331,1,0:3 19:3 20:1 
117353,1,0:3 19:57 20:1 
117361,1,0:17 19:9 20:1 
117371,1,0:7 19:3 20:1 
117373,1,0:2 19:18 20:1 
117389,1,0:2 19:48 20:1 
117413,1,0:2 19:6 20:1 
117427,1,0:2 19:26 20:1 
117431,1,0:13 19:3 20:1 
117437,1,0:2 19:11 20:1 
117443,1,0:2 19:17 20:1 
117497,1,0:3 19:11 20:1 
117499,1,0:2 19:34 20:1 
117503,1,0:5 19:19 20:1 
117511,1,0:6 19:54 20:1 
117517,1,0:6 19:32 20:1 
117529,1,0:7 19:5 20:1 
117539,1,0:2 19:4 20:1 
117541,1,0:10 19:16 20:1 
117563,1,0:2 19:40 20:1 
117571,1,0:3 19:7 20:1 
117577,1,0:5 19:2 20:1 
117617,1,0:3 19:5 20:1 
117619,1,0:3 19:31 20:1 
117643,1,0:2 19:2 20:1 
117659,1,0:2 19:7 20:1 
117671,1,0:11 19:7 20:1 
117673,1,0:5 19:57 20:1 
117679,1,0:3 19:21 20:1 
117701,1,0:2 19:4 20:1 
117703,1,0:3 19:34 20:1 
117709,1,0:2 19:47 20:1 
117721,1,0:22 19:14 20:1 
117727,1,0:6 19:11 20:1 
117731,1,0:2 19:36 20:1 
117751,1,0:7 19:19 20:1 
117757,1,0:5 19:25 20:1 
117763,1,0:2 19:184 20:1 
117773,1,0:2 19:39 20:1 
117779,1,0:2 19:10 20:1 
117787,1,0:13 19:58 20:1 
117797,1,0:2 19:93 20:1 
117809,1,0:3 19:143 20:1 
117811,1,0:2 19:42 20:1 
117833,1,0:6 19:31 20:1 
117839,1,0:7 19:154 20:1 
117841,1,0:7 19:38 20:1 
117851,1,0:2 19:60 20:1 
117877,1,0:2 19:69 20:1 
117881,1,0:3 19:16 20:1 
117883,1,0:2 19:4 20:1 
117889,1,0:11 19:32 20:1 
117899,1,0:2 19:73 20:1 
117911,1,0:19 19:117 20:1 
117917,1,0:2 19:21 20:1 
117937,1,0:5 19:13 20:1 
117959,1,0:7 19:62 20:1 
117973,1,0:5 19:11 20:1 
117977,1,0:3 19:34 20:1 
117979,1,0:10 19:36 20:1 
117989,1,0:2 19:113 20:1 
117991,1,0:3 19:93 20:1 
118033,1,0:5 19:37 20:1 
118037,1,0:2 19:2 20:1 
118043,1,0:2 19:7 20:1 
118051,1,0:2 19:21 20:1 
118057,1,0:10 19:3 20:1 
118061,1,0:2 19:1 20:1 
118081,1,0:13 19:27 20:1 
118093,1,0:2 19:2 20:1 
118127,1,0:5 19:72 20:1 
118147,1,0:2 19:81 20:1 
118163,1,0:5 19:9 20:1 
118169,1,0:3 19:42 20:1 
118171,1,0:7 19:9 20:1 
118189,1,0:13 19:8 20:1 
118211,1,0:6 19:45 20:1 
118213,1,0:2 19:23 20:1 
118219,1,0:2 19:5 20:1 
118247,1,0:5 19:43 20:1 
118249,1,0:17 19:66 20:1 
118253,1,0:3 19:141 20:1 
118259,1,0:2 19:11 20:1 
118273,1,0:5 19:45 20:1 
118277,1,0:2 19:43 20:1 
118297,1,0:10 19:1 20:1 
118343,1,0:7 19:59 20:1 
118361,1,0:6 19:101 20:1 
118369,1,0:7 19:21 20:1 
118373,1,0:2 19:50 20:1 
118387,1,0:2 19:129 20:1 
118399,1,0:17 19:12 20:1 
118409,1,0:3 19:77 20:1 
118411,1,0:2 19:25 20:1 
118423,1,0:3 19:19 20:1 
118429,1,0:6 19:20 20:1 
118453,1,0:5 19:31 20:1 
118457,1,0:5 19:68 20:1 
118463,1,0:5 19:32 20:1 
118471,1,0:3 19:49 20:1 
118493,1,0:2 19:179 20:1 
118529,1,0:3 19:19 20:1 
118543,1,0:6 19:15 20:1 
118549,1,0:13 19:2 20:1 
118571,1,0:2 19:133 20:1 
118583,1,0:5 19:98 20:1 
118589,1,0:2 19:81 20:1 
118603,1,0:2 19:17 20:1 
118619,1,0:2 19:22 20:1 
118621,1,0:10 19:15 20:1 
118633,1,0:5 19:69 20:1 
118661,1,0:2 19:38 20:1 
118669,1,0:2 19:34 20:1 
118673,1,0:3 19:120 20:1 
118681,1,0:14 19:3 20:1 
118687,1,0:3 19:77 20:1 
118691,1,0:2 19:1 20:1 
118709,1,0:2 19:29 20:1 
118717,1,0:5 19:65 20:1 
118739,1,0:2 19:77 20:1 
118747,1,0:2 19:78 20:1 
118751,1,0:17 19:35 20:1 
118757,1,0:2 19:82 20:1 
118787,1,0:2 19:17 20:1 
118799,1,0:7 19:1 20:1 
118801,1,0:17 19:30 20:1 
118819,1,0:2 19:10 20:1 
118831,1,0:3 19:3 20:1 
118843,1,0:2 19:45 20:1 
118861,1,0:11 19:1 20:1 
118873,1,0:5 19:39 20:1 
118891,1,0:10 19:1 20:1 
118897,1,0:15 19:24 20:1 
118901,1,0:2 19:1 20:1 
118903,1,0:5 19:7 20:1 
118907,1,0:2 19:24 20:1 
118913,1,0:3 19:7 20:1 
118927,1,0:3 19:2 20:1 
118931,1,0:6 19:111 20:1 
118967,1,0:5 19:81 20:1 
118973,1,0:2 19:113 20:1 
119027,1,0:2 19:46 20:1 
119033,1,0:3 19:23 20:1 
119039,1,0:7 19:9 20:1 
119047,1,0:3 19:56 20:1 
119057,1,0:5 19:18 20:1 
119069,1,0:3 19:24 20:1 
119083,1,0:2 19:35 20:1 
119087,1,0:5 19:11 20:1 
119089,1,0:7 19:39 20:1 
119099,1,0:2 19:49 20:1 
119101,1,0:10 19:13 20:1 
119107,1,0:3 19:32 20:1 
119129,1,0:3 19:92 20:1 
119131,1,0:2 19:15 20:1 
119159,1,0:17 19:14 20:1 
119173,1,0:2 19:43 20:1 
119179,1,0:3 19:18 20:1 
119183,1,0:5 19:33 20:1 
119191,1,0:7 19:79 20:1 
119227,1,0:2 19:5 20:1 
119233,1,0:15 19:7 20:1 
119237,1,0:2 19:211 20:1 
119243,1,0:2 19:45 20:1 
119267,1,0:2 19:37 20:1 
119291,1,0:2 19:9 20:1 
119293,1,0:5 19:9 20:1 
119297,1,0:3 19:33 20:1 
119299,1,0:2 19:24 20:1 
119311,1,0:3 19:19 20:1 
119321,1,0:3 19:10 20:1 
119359,1,0:3 19:32 20:1 
119363,1,0:2 19:20 20:1 
119389,1,0:6 19:19 20:1 
119417,1,0:3 19:71 20:1 
119419,1,0:2 19:18 20:1 
119429,1,0:2 19:131 20:1 
119447,1,0:5 19:58 20:1 
119489,1,0:3 19:65 20:1 
119503,1,0:5 19:57 20:1 
119513,1,0:3 19:5 20:1 
119533,1,0:2 19:20 20:1 
119549,1,0:2 19:10 20:1 
119551,1,0:3 19:22 20:1 
119557,1,0:2 19:27 20:1 
119563,1,0:2 19:15 20:1 
119569,1,0:11 19:27 20:1 
119591,1,0:19 19:108 20:1 
119611,1,0:2 19:5 20:1 
119617,1,0:15 19:96 20:1 
119627,1,0:2 19:13 20:1 
119633,1,0:3 19:16 20:1 
119653,1,0:2 19:46 20:1 
119657,1,0:3 19:76 20:1 
119659,1,0:3 19:41 20:1 
119671,1,0:3 19:46 20:1 
119677,1,0:2 19:10 20:1 
119687,1,0:5 19:93 20:1 
119689,1,0:7 19:3 20:1 
119699,1,0:2 19:222 20:1 
119701,1,0:2 19:16 20:1 
119723,1,0:2 19:22 20:1 
119737,1,0:10 19:28 20:1 
119747,1,0:2 19:40 20:1 
119759,1,0:17 19:33 20:1 
119771,1,0:6 19:52 20:1 
119773,1,0:2 19:31 20:1 
119783,1,0:5 19:113 20:1 
119797,1,0:2 19:43 20:1 
119809,1,0:11 19:36 20:1 
119813,1,0:2 19:25 20:1 
119827,1,0:3 19:8 20:1 
119831,1,0:19 19:19 20:1 
119839,1,0:6 19:51 20:1 
119849,1,0:3 19:150 20:1 
119851,1,0:3 19:23 20:1 
119869,1,0:2 19:17 20:1 
119881,1,0:7 19:52 20:1 
119891,1,0:6 19:5 20:1 
119921,1,0:3 19:63 20:1 
119923,1,0:3 19:51 20:1 
119929,1,0:7 19:32 20:1 
119953,1,0:5 19:50 20:1 
119963,1,0:2 19:24 20:1 
119971,1,0:3 19:15 20:1 
119981,1,0:2 19:128 20:1 
119983,1,0:6 19:26 20:1 
119993,1,0:3 19:9 20:1 
120011,1,0:11 19:62 20:1 
120017,1,0:3 19:99 20:1 
120041,1,0:3 19:87 20:1 
120047,1,0:5 19:57 20:1 
120049,1,0:7 19:52 20:1 
120067,1,0:3 19:10 20:1 
120077,1,0:2 19:141 20:1 
120079,1,0:3 19:59 20:1 
120091,1,0:3 19:3 20:1 
120097,1,0:5 19:59 20:1 
120103,1,0:3 19:108 20:1 
120121,1,0:29 19:33 20:1 
120157,1,0:2 19:8 20:1 
120163,1,0:3 19:21 20:1 
120167,1,0:5 19:84 20:1 
120181,1,0:6 19:78 20:1 
120193,1,0:5 19:48 20:1 
120199,1,0:6 19:11 20:1 
120209,1,0:3 19:16 20:1 
120223,1,0:6 19:23 20:1 
120233,1,0:3 19:108 20:1 
120247,1,0:3 19:2 20:1 
120277,1,0:2 19:20 20:1 
120283,1,0:2 19:22 20:1 
120293,1,0:2 19:95 20:1 
120299,1,0:2 19:65 20:1 
120319,1,0:11 19:5 20:1 
120331,1,0:2 19:12 20:1 
120349,1,0:6 19:10 20:1 
120371,1,0:2 19:4 20:1 
120383,1,0:5 19:7 20:1 
120391,1,0:21 19:7 20:1 
120397,1,0:2 19:39 20:1 
120401,1,0:3 19:3 20:1 
120413,1,0:2 19:42 20:1 
120427,1,0:2 19:33 20:1 
120431,1,0:11 19:4 20:1 
120473,1,0:3 19:48 20:1 
120503,1,0:5 19:9 20:1 
120511,1,0:3 19:24 20:1 
120539,1,0:2 19:72 20:1 
120551,1,0:7 19:21 20:1 
120557,1,0:2 19:9 20:1 
120563,1,0:2 19:70 20:1 
120569,1,0:3 19:90 20:1 
120577,1,0:5 19:8 20:1 
120587,1,0:2 19:27 20:1 
120607,1,0:5 19:3 20:1 
120619,1,0:10 19:65 20:1 
120623,1,0:5 19:62 20:1 
120641,1,0:6 19:19 20:1 
120647,1,0:5 19:2 20:1 
120661,1,0:2 19:40 20:1 
120671,1,0:13 19:21 20:1 
120677,1,0:2 19:36 20:1 
120689,1,0:3 19:1 20:1 
120691,1,0:3 19:38 20:1 
120709,1,0:2 19:65 20:1 
120713,1,0:3 19:286 20:1 
120721,1,0:14 19:19 20:1 
120737,1,0:3 19:84 20:1 
120739,1,0:2 19:20 20:1 
120749,1,0:2 19:146 20:1 
120763,1,0:2 19:11 20:1 
120767,1,0:5 19:17 20:1 
120779,1,0:2 19:97 20:1 
120811,1,0:3 19:16 20:1 
120817,1,0:10 19:32 20:1 
120823,1,0:6 19:52 20:1 
120829,1,0:2 19:8 20:1 
120833,1,0:3 19:3 20:1 
120847,1,0:5 19:24 20:1 
120851,1,0:6 19:11 20:1 
120863,1,0:5 19:3 20:1 
120871,1,0:3 19:13 20:1 
120877,1,0:2 19:19 20:1 
120889,1,0:7 19:45 20:1 
120899,1,0:2 19:158 20:1 
120907,1,0:2 19:113 20:1 
120917,1,0:2 19:29 20:1 
120919,1,0:7 19:42 20:1 
120929,1,0:3 19:31 20:1 
120937,1,0:5 19:115 20:1 
120941,1,0:2 19:5 20:1 
120943,1,0:3 19:24 20:1 
120947,1,0:2 19:27 20:1 
120977,1,0:3 19:24 20:1 
120997,1,0:2 19:35 20:1 
121001,1,0:6 19:21 20:1 
121007,1,0:5 19:1 20:1 
121013,1,0:2 19:121 20:1 
121019,1,0:2 19:42 20:1 
121021,1,0:7 19:24 20:1 
121039,1,0:3 19:27 20:1 
121061,1,0:2 19:16 20:1 
121063,1,0:3 19:31 20:1 
121067,1,0:2 19:2 20:1 
121081,1,0:19 19:48 20:1 
121123,1,0:2 19:9 20:1 
121139,1,0:2 19:17 20:1 
121151,1,0:7 19:45 20:1 
121157,1,0:2 19:27 20:1 
121169,1,0:3 19:16 20:1 
121171,1,0:7 19:2 20:1 
121181,1,0:2 19:75 20:1 
121189,1,0:2 19:29 20:1 
121229,1,0:2 19:18 20:1 
121259,1,0:2 19:96 20:1 
121267,1,0:3 19:14 20:1 
121271,1,0:13 19:30 20:1 
121283,1,0:5 19:16 20:1 
121291,1,0:11 19:11 20:1 
121309,1,0:6 19:5 20:1 
121313,1,0:3 19:99 20:1 
121321,1,0:13 19:21 20:1 
121327,1,0:3 19:26 20:1 
121333,1,0:5 19:60 20:1 
121343,1,0:5 19:21 20:1 
121349,1,0:2 19:77 20:1 
121351,1,0:3 19:89 20:1 
121357,1,0:5 19:103 20:1 
121367,1,0:5 19:62 20:1 
121369,1,0:7 19:12 20:1 
121379,1,0:2 19:78 20:1 
121403,1,0:2 19:38 20:1 
121421,1,0:2 19:15 20:1 
121439,1,0:13 19:102 20:1 
121441,1,0:7 19:34 20:1 
121447,1,0:5 19:4 20:1 
121453,1,0:6 19:76 20:1 
121469,1,0:2 19:9 20:1 
121487,1,0:5 19:49 20:1 
121493,1,0:2 19:2 20:1 
121501,1,0:2 19:20 20:1 
121507,1,0:2 19:20 20:1 
121523,1,0:2 19:59 20:1 
121531,1,0:2 19:2 20:1 
121547,1,0:2 19:39 20:1 
121553,1,0:3 19:22 20:1 
121559,1,0:7 19:12 20:1 
121571,1,0:2 19:58 20:1 
121577,1,0:5 19:91 20:1 
121579,1,0:10 19:25 20:1 
121591,1,0:3 19:40 20:1 
121607,1,0:5 19:3 20:1 
121609,1,0:7 19:3 20:1 
121621,1,0:2 19:41 20:1 
121631,1,0:22 19:8 20:1 
121633,1,0:5 19:14 20:1 
121637,1,0:2 19:86 20:1 
121661,1,0:2 19:188 20:1 
121687,1,0:5 19:185 20:1 
121697,1,0:3 19:63 20:1 
121711,1,0:3 19:14 20:1 
121721,1,0:3 19:9 20:1 
121727,1,0:5 19:95 20:1 
121763,1,0:2 19:103 20:1 
121787,1,0:2 19:67 20:1 
121789,1,0:6 19:5 20:1 
121843,1,0:2 19:31 20:1 
121853,1,0:2 19:31 20:1 
121867,1,0:3 19:5 20:1 
121883,1,0:2 19:6 20:1 
121889,1,0:3 19:60 20:1 
121909,1,0:6 19:48 20:1 
121921,1,0:11 19:35 20:1 
121931,1,0:2 19:26 20:1 
121937,1,0:3 19:32 20:1 
121949,1,0:2 19:189 20:1 
121951,1,0:3 19:9 20:1 
121963,1,0:2 19:90 20:1 
121967,1,0:5 19:48 20:1 
121993,1,0:10 19:32 20:1 
121997,1,0:2 19:90 20:1 
122011,1,0:2 19:2 20:1 
122021,1,0:2 19:66 20:1 
122027,1,0:2 19:93 20:1 
122029,1,0:2 19:6 20:1 
122033,1,0:3 19:138 20:1 
122039,1,0:7 19:88 20:1 
122041,1,0:7 19:66 20:1 
122051,1,0:2 19:42 20:1 
122053,1,0:2 19:33 20:1 
122069,1,0:2 19:9 20:1 
122081,1,0:3 19:92 20:1 
122099,1,0:2 19:41 20:1 
122117,1,0:2 19:21 20:1 
122131,1,0:15 19:10 20:1 
122147,1,0:2 19:35 20:1 
122149,1,0:2 19:4 20:1 
122167,1,0:3 19:2 20:1 
122173,1,0:2 19:22 20:1 
122201,1,0:3 19:6 20:1 
122203,1,0:2 19:25 20:1 
122207,1,0:7 19:2 20:1 
122209,1,0:7 19:2 20:1 
122219,1,0:2 19:27 20:1 
122231,1,0:7 19:15 20:1 
122251,1,0:3 19:47 20:1 
122263,1,0:3 19:23 20:1 
122267,1,0:2 19:53 20:1 
122273,1,0:3 19:17 20:1 
122279,1,0:11 19:55 20:1 
122299,1,0:2 19:20 20:1 
122321,1,0:6 19:9 20:1 
122323,1,0:3 19:12 20:1 
122327,1,0:5 19:18 20:1 
122347,1,0:11 19:6 20:1 
122363,1,0:2 19:105 20:1 
122387,1,0:2 19:33 20:1 
122389,1,0:2 19:44 20:1 
122393,1,0:3 19:6 20:1 
122399,1,0:7 19:34 20:1 
122401,1,0:7 19:3 20:1 
122443,1,0:2 19:8 20:1 
122449,1,0:7 19:16 20:1 
122453,1,0:2 19:11 20:1 
122471,1,0:13 19:89 20:1 
122477,1,0:2 19:99 20:1 
122489,1,0:3 19:26 20:1 
122497,1,0:15 19:15 20:1 
122501,1,0:2 19:6 20:1 
122503,1,0:5 19:83 20:1 
122509,1,0:6 19:11 20:1 
122527,1,0:3 19:75 20:1 
122533,1,0:2 19:18 20:1 
122557,1,0:5 19:38 20:1 
122561,1,0:3 19:86 20:1 
122579,1,0:2 19:19 20:1 
122597,1,0:2 19:78 20:1 
122599,1,0:6 19:29 20:1 
122609,1,0:3 19:72 20:1 
122611,1,0:12 19:41 20:1 
122651,1,0:2 19:44 20:1 
122653,1,0:5 19:39 20:1 
122663,1,0:5 19:15 20:1 
122693,1,0:2 19:23 20:1 
122701,1,0:2 19:10 20:1 
122719,1,0:3 19:153 20:1 
122741,1,0:2 19:48 20:1 
122743,1,0:11 19:67 20:1 
122753,1,0:3 19:11 20:1 
122761,1,0:13 19:19 20:1 
122777,1,0:3 19:153 20:1 
122789,1,0:2 19:22 20:1 
122819,1,0:2 19:20 20:1 
122827,1,0:5 19:59 20:1 
122833,1,0:10 19:15 20:1 
122839,1,0:3 19:73 20:1 
122849,1,0:3 19:29 20:1 
122861,1,0:2 19:71 20:1 
122867,1,0:2 19:15 20:1 
122869,1,0:6 19:24 20:1 
122887,1,0:3 19:75 20:1 
122891,1,0:10 19:1 20:1 
122921,1,0:3 19:15 20:1 
122929,1,0:19 19:56 20:1 
122939,1,0:2 19:48 20:1 
122953,1,0:5 19:9 20:1 
122957,1,0:2 19:49 20:1 
122963,1,0:5 19:5 20:1 
122971,1,0:7 19:40 20:1 
123001,1,0:13 19:62 20:1 
123007,1,0:3 19:17 20:1 
123017,1,0:3 19:38 20:1 
123031,1,0:6 19:18 20:1 
123049,1,0:7 19:26 20:1 
123059,1,0:2 19:96 20:1 
123077,1,0:2 19:13 20:1 
123083,1,0:2 19:12 20:1 
123091,1,0:2 19:28 20:1 
123113,1,0:3 19:5 20:1 
123121,1,0:17 19:3 20:1 
123127,1,0:7 19:28 20:1 
123143,1,0:5 19:156 20:1 
123169,1,0:11 19:97 20:1 
123191,1,0:23 19:30 20:1 
123203,1,0:2 19:6 20:1 
123209,1,0:3 19:52 20:1 
123217,1,0:5 19:10 20:1 
123229,1,0:6 19:18 20:1 
123239,1,0:7 19:70 20:1 
123259,1,0:2 19:4 20:1 
123269,1,0:2 19:60 20:1 
123289,1,0:14 19:10 20:1 
123307,1,0:2 19:24 20:1 
123311,1,0:11 19:30 20:1 
123323,1,0:2 19:21 20:1 
123341,1,0:3 19:57 20:1 
123373,1,0:5 19:10 20:1 
123377,1,0:3 19:62 20:1 
123379,1,0:2 19:40 20:1 
123397,1,0:2 19:6 20:1 
123401,1,0:3 19:20 20:1 
123407,1,0:5 19:45 20:1 
123419,1,0:2 19:98 20:1 
123427,1,0:2 19:78 20:1 
123433,1,0:5 19:3 20:1 
123439,1,0:6 19:14 20:1 
123449,1,0:3 19:68 20:1 
123457,1,0:5 19:60 20:1 
123479,1,0:11 19:46 20:1 
123491,1,0:2 19:65 20:1 
123493,1,0:2 19:13 20:1 
123499,1,0:2 19:5 20:1 
123503,1,0:5 19:39 20:1 
123517,1,0:2 19:56 20:1 
123527,1,0:5 19:142 20:1 
123547,1,0:5 19:126 20:1 
123551,1,0:7 19:36 20:1 
123553,1,0:5 19:31 20:1 
123581,1,0:2 19:73 20:1 
123583,1,0:5 19:1 20:1 
123593,1,0:5 19:44 20:1 
123601,1,0:17 19:33 20:1 
123619,1,0:10 19:2 20:1 
123631,1,0:3 19:3 20:1 
123637,1,0:2 19:22 20:1 
123653,1,0:2 19:13 20:1 
123661,1,0:2 19:15 20:1 
123667,1,0:2 19:85 20:1 
123677,1,0:2 19:6 20:1 
123701,1,0:2 19:37 20:1 
123707,1,0:2 19:44 20:1 
123719,1,0:7 19:21 20:1 
123727,1,0:3 19:35 20:1 
123731,1,0:2 19:49 20:1 
123733,1,0:6 19:29 20:1 
123737,1,0:3 19:8 20:1 
123757,1,0:2 19:4 20:1 
123787,1,0:3 19:74 20:1 
123791,1,0:13 19:7 20:1 
123803,1,0:5 19:49 20:1 
123817,1,0:13 19:3 20:1 
123821,1,0:2 19:18 20:1 
123829,1,0:2 19:2 20:1 
123833,1,0:3 19:26 20:1 
123853,1,0:5 19:25 20:1 
123863,1,0:5 19:41 20:1 
123887,1,0:5 19:8 20:1 
123911,1,0:7 19:1 20:1 
123923,1,0:2 19:28 20:1 
123931,1,0:3 19:7 20:1 
123941,1,0:2 19:17 20:1 
123953,1,0:3 19:12 20:1 
123973,1,0:2 19:37 20:1 
123979,1,0:2 19:4 20:1 
123983,1,0:5 19:263 20:1 
