p,r,mipo
19963,1,0:52 11:1 12:1 
19973,1,0:8 11:1 12:1 
19979,1,0:33 11:1 12:1 
19991,1,0:11 11:1 12:1 
19993,1,0:124 11:1 12:1 
19997,1,0:145 11:1 12:1 
20011,1,0:84 11:1 12:1 
20021,1,0:18 11:1 12:1 
20023,1,0:54 11:1 12:1 
20029,1,0:32 11:1 12:1 
20047,1,0:96 11:1 12:1 
20051,1,0:10 11:1 12:1 
20063,1,0:123 11:1 12:1 
20071,1,0:17 11:1 12:1 
20089,1,0:43 11:1 12:1 
20101,1,0:10 11:1 12:1 
20107,1,0:132 11:1 12:1 
20113,1,0:43 11:1 12:1 
20117,1,0:18 11:1 12:1 
20123,1,0:37 11:1 12:1 
20129,1,0:52 11:1 12:1 
20143,1,0:55 11:1 12:1 
20147,1,0:19 11:1 12:1 
20149,1,0:101 11:1 12:1 
20161,1,0:13 11:1 12:1 
20173,1,0:78 11:1 12:1 
20177,1,0:80 11:1 12:1 
20183,1,0:26 11:1 12:1 
20201,1,0:41 11:1 12:1 
20219,1,0:33 11:1 12:1 
20231,1,0:70 11:1 12:1 
20233,1,0:127 11:1 12:1 
20249,1,0:73 11:1 12:1 
20261,1,0:18 11:1 12:1 
20269,1,0:11 11:1 12:1 
20287,1,0:88 11:1 12:1 
20297,1,0:183 11:1 12:1 
20323,1,0:26 11:1 12:1 
20327,1,0:89 11:1 12:1 
20333,1,0:93 11:1 12:1 
20341,1,0:40 11:1 12:1 
20347,1,0:69 11:1 12:1 
20353,1,0:5 11:1 12:1 
20357,1,0:61 11:1 12:1 
20359,1,0:21 11:1 12:1 
20369,1,0:7 11:1 12:1 
20389,1,0:124 11:1 12:1 
20393,1,0:136 11:1 12:1 
20399,1,0:13 11:1 12:1 
20407,1,0:10 11:1 12:1 
20411,1,0:187 11:1 12:1 
20431,1,0:21 11:1 12:1 
20441,1,0:21 11:1 12:1 
20443,1,0:98 11:1 12:1 
20477,1,0:14 11:1 12:1 
20479,1,0:34 11:1 12:1 
20483,1,0:15 11:1 12:1 
20507,1,0:54 11:1 12:1 
20509,1,0:195 11:1 12:1 
20521,1,0:26 11:1 12:1 
20533,1,0:33 11:1 12:1 
20543,1,0:74 11:1 12:1 
20549,1,0:157 11:1 12:1 
20551,1,0:26 11:1 12:1 
20563,1,0:12 11:1 12:1 
20593,1,0:139 11:1 12:1 
20599,1,0:127 11:1 12:1 
20611,1,0:59 11:1 12:1 
20627,1,0:35 11:1 12:1 
20639,1,0:101 11:1 12:1 
20641,1,0:113 11:1 12:1 
20663,1,0:74 11:1 12:1 
20681,1,0:228 11:1 12:1 
20693,1,0:66 11:1 12:1 
20707,1,0:62 11:1 12:1 
20717,1,0:13 11:1 12:1 
20719,1,0:24 11:1 12:1 
20731,1,0:26 11:1 12:1 
